frame,shape,before_render_us,after_render_us,delta_render_us,before_wall_us,after_wall_us
2549,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,27533,28645,1112,62397,62786
2550,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,26863,27955,1092,61842,61749
2551,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,25955,27059,1104,61554,61556
2552,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,25285,26486,1201,61794,61886
2553,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,24801,26022,1221,61980,61996
2554,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,35887,37217,1330,73549,73654
2555,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,19984,21597,1613,46555,46837
2556,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,19677,21109,1432,62152,61974
2557,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,19773,21220,1447,62554,62571
2558,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,37115,38635,1520,79801,79876
2559,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,47951,49937,1986,73263,73727
2560,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,42747,44306,1559,57250,56815
2561,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,42594,43985,1391,62042,61868
2562,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,42318,43099,781,62182,61572
2563,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,42187,42930,743,62327,62344
2564,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,41953,42728,775,62275,62249
2565,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,42256,43088,832,62762,62825
2566,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,43710,44545,835,63913,63916
2567,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,40390,41204,814,59139,59121
2568,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,40202,41038,836,62277,62292
2569,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,40309,41098,789,62568,62520
2570,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,40223,41046,823,62376,62416
2571,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,40722,41564,842,62952,62985
2572,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,40950,41739,789,62695,62637
2573,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,43590,44567,977,65101,65288
2574,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,41299,42183,884,60170,60078
2575,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,43746,44854,1108,64906,65139
2576,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,42267,43283,1016,60982,60943
2577,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,45955,47152,1197,65886,66011
2578,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,44612,45669,1057,61119,60962
2579,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,46356,47562,1206,64204,64371
2580,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,47248,48277,1029,63353,63175
2581,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,46612,47812,1200,61825,61998
2582,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,45758,46780,1022,61609,61428
2583,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,48308,49518,1210,65012,65190
2584,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,48486,49574,1088,62638,62515
2585,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,47585,48854,1269,61559,61740
2586,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,46706,47815,1109,61584,61422
2587,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,48231,49384,1153,63986,64030
2588,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,48562,49684,1122,62792,62761
2589,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,45305,46227,922,59205,59004
2590,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,46219,47213,994,63375,63501
2591,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,44018,44889,871,60315,60128
2592,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,44784,45727,943,63227,63299
2593,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,43094,43959,865,60529,60435
2594,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,43413,44285,872,62777,62788
2595,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,42309,43148,839,61356,61324
2596,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,43073,43907,834,63226,63219
2597,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,41922,42711,789,61311,61264
2598,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,41644,42465,821,62183,62197
2599,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,40966,41808,842,61779,61803
2600,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,41244,42026,782,62740,62687
2601,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,40483,41316,833,61700,61758
2602,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,40811,41617,806,62789,62769
2603,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,40053,40883,830,61703,61782
2604,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,40859,41691,832,63303,63277
2605,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,40236,41091,855,61821,61862
2606,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,40486,41300,814,62717,62671
2607,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,40959,41755,796,62916,62916
2608,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,40374,41173,799,61876,61885
2609,dodecahedron_hk35_ambo_hk62_ambo_relax_hk42,40760,41621,861,62606,62655
2610,octahedron_hk17_ambo_hk73,1548,1541,-7,23237,22372
2611,octahedron_hk17_ambo_hk73,7766,8062,296,68673,68974
2612,octahedron_hk17_ambo_hk73,7859,8080,221,62554,62484
2613,octahedron_hk17_ambo_hk73,7719,8030,311,62321,62413
2614,octahedron_hk17_ambo_hk73,7981,8248,267,62723,62679
2615,octahedron_hk17_ambo_hk73,16807,17136,329,71267,71324
2616,octahedron_hk17_ambo_hk73,17344,17580,236,62988,62903
2617,octahedron_hk17_ambo_hk73,16226,16496,270,61328,61409
2618,octahedron_hk17_ambo_hk73,16773,16962,189,63063,62925
2619,octahedron_hk17_ambo_hk73,15338,15538,200,61013,61039
2620,octahedron_hk17_ambo_hk73,16180,16329,149,63299,63251
2621,octahedron_hk17_ambo_hk73,14846,15018,172,61115,61150
2622,octahedron_hk17_ambo_hk73,17532,17685,153,65141,65126
2623,octahedron_hk17_ambo_hk73,15568,15739,171,60439,60458
2624,octahedron_hk17_ambo_hk73,15946,16146,200,62832,62842
2625,octahedron_hk17_ambo_hk73,13822,14046,224,60004,60018
2626,octahedron_hk17_ambo_hk73,13510,13748,238,62147,62164
2627,octahedron_hk17_ambo_hk73,12048,12324,276,61001,61035
2628,octahedron_hk17_ambo_hk73,14162,14430,268,64578,64568
2629,octahedron_hk17_ambo_hk73,18462,18817,355,66706,66808
2630,octahedron_hk17_ambo_hk73,17593,17870,277,61589,61496
2631,octahedron_hk17_ambo_hk73,17268,17555,287,62131,62199
2632,octahedron_hk17_ambo_hk73,19226,19341,115,64455,64253
2633,octahedron_hk17_ambo_hk73,19567,19719,152,62800,62838
2634,octahedron_hk17_ambo_hk73,21150,21319,169,64039,64058
2635,octahedron_hk17_ambo_hk73,19106,19675,569,60414,60816
2636,octahedron_hk17_ambo_hk73,20404,21075,671,63747,63864
2637,octahedron_hk17_ambo_hk73,19118,19814,696,61175,61201
2638,octahedron_hk17_ambo_hk73,19238,19856,618,62580,62502
2639,octahedron_hk17_ambo_hk73,19049,19667,618,62279,62271
2640,octahedron_hk17_ambo_hk73,19386,19984,598,62798,62779
2641,octahedron_hk17_ambo_hk73,19223,19803,580,61983,61970
2642,octahedron_hk17_ambo_hk73,19549,20074,525,62780,62733
2643,octahedron_hk17_ambo_hk73,21119,21560,441,64030,63948
2644,octahedron_hk17_ambo_hk73,18796,19300,504,60119,60256
2645,octahedron_hk17_ambo_hk73,20617,21059,442,64337,64218
2646,octahedron_hk17_ambo_hk73,18858,19286,428,60703,60687
2647,octahedron_hk17_ambo_hk73,23077,23556,479,66686,66731
2648,octahedron_hk17_ambo_hk73,18725,19245,520,58108,58152
2649,octahedron_hk17_ambo_hk73,20770,21221,451,64506,64435
2650,octahedron_hk17_ambo_hk73,18631,19141,510,60322,60383
2651,octahedron_hk17_ambo_hk73,22805,23286,481,66627,66606
2652,octahedron_hk17_ambo_hk73,19103,19679,576,58760,58854
2653,octahedron_hk17_ambo_hk73,20879,21308,429,64237,64088
2654,octahedron_hk17_ambo_hk73,18415,18872,457,59997,60024
2655,octahedron_hk17_ambo_hk73,22470,22972,502,66515,66561
2656,octahedron_hk17_ambo_hk73,18819,19360,541,58799,58835
2657,octahedron_hk17_ambo_hk73,20268,20680,412,63658,63529
2658,octahedron_hk17_ambo_hk73,18140,18613,473,60339,60449
2659,octahedron_hk17_ambo_hk73,20186,20678,492,64561,64526
2660,octahedron_hk17_ambo_hk73,18440,19003,563,60715,60787
2661,octahedron_hk17_ambo_hk73,19601,19946,345,63623,63375
2662,octahedron_hk17_ambo_hk73,18025,18482,457,60867,60993
2663,octahedron_hk17_ambo_hk73,19352,19827,475,63787,63813
2664,octahedron_hk17_ambo_hk73,18352,18832,480,61459,61466
2665,octahedron_hk17_ambo_hk73,18941,19369,428,63051,62999
2666,octahedron_hk17_ambo_hk73,18150,18603,453,61670,61696
2667,octahedron_hk17_ambo_hk73,18986,19423,437,63302,63282
2668,octahedron_hk17_ambo_hk73,18379,18856,477,61855,61894
2669,octahedron_hk17_ambo_hk73,18880,19341,461,62961,62953
2670,octahedron_hk17_ambo_hk73,18065,18592,527,61646,61711
2671,octahedron_hk17_ambo_hk73,18817,19312,495,63213,63234
2672,octahedron_hk17_ambo_hk73,18116,18663,547,61815,61812
2673,octahedron_hk17_ambo_hk73,18645,19186,541,62737,62742
2674,octahedron_hk17_ambo_hk73,18361,18875,514,62173,62157
2675,octahedron_hk17_ambo_hk73,18578,19131,553,62677,62718
2676,octahedron_hk17_ambo_hk73,18497,19025,528,62381,62362
2677,octahedron_hk17_ambo_hk73,18945,19461,516,62909,62902
2678,octahedron_hk17_ambo_hk73,19042,19478,436,62557,62476
2679,octahedron_hk17_ambo_hk73,19276,19766,490,62696,62749
2680,icosahedron_kis_gyro,1573,1543,-30,44749,44238
2681,icosahedron_kis_gyro,9294,9786,492,70178,70701
2682,icosahedron_kis_gyro,9017,9518,501,62184,62193
2683,icosahedron_kis_gyro,9168,9687,519,62602,62623
2684,icosahedron_kis_gyro,9243,9734,491,62537,62514
2685,icosahedron_kis_gyro,10199,10591,392,63381,63361
2686,icosahedron_kis_gyro,9452,9866,414,61751,61733
2687,icosahedron_kis_gyro,9132,9462,330,62132,62057
2688,icosahedron_kis_gyro,8889,9260,371,62219,62259
2689,icosahedron_kis_gyro,9340,9801,461,62591,62678
2690,icosahedron_kis_gyro,10423,10799,376,63546,63466
2691,icosahedron_kis_gyro,8558,9057,499,60594,60716
2692,icosahedron_kis_gyro,8587,9054,467,62491,62458
2693,icosahedron_kis_gyro,8519,8988,469,62393,62395
2694,icosahedron_kis_gyro,8573,9038,465,62516,62518
2695,icosahedron_kis_gyro,8449,8933,484,62337,62363
2696,icosahedron_kis_gyro,10081,10581,500,64093,64110
2697,icosahedron_kis_gyro,9753,10221,468,62130,62092
2698,icosahedron_kis_gyro,9775,10154,379,62481,62438
2699,icosahedron_kis_gyro,9566,9966,400,62308,62272
2700,icosahedron_kis_gyro,10060,10416,356,62956,62907
2701,icosahedron_kis_gyro,9888,10184,296,62291,62229
2702,icosahedron_kis_gyro,11736,12040,304,64311,64322
2703,icosahedron_kis_gyro,9772,10091,319,60467,60503
2704,icosahedron_kis_gyro,10009,10346,337,62681,62712
2705,icosahedron_kis_gyro,9580,9922,342,61777,61767
2706,icosahedron_kis_gyro,9851,10248,397,62731,62791
2707,icosahedron_kis_gyro,9670,10038,368,62287,62252
2708,icosahedron_kis_gyro,11779,12202,423,64561,64626
2709,icosahedron_kis_gyro,13792,14348,556,64469,64605
2710,icosahedron_kis_gyro,13959,14678,719,62626,62783
2711,icosahedron_kis_gyro,13679,14418,739,62181,62205
2712,icosahedron_kis_gyro,14184,15146,962,62969,63242
2713,icosahedron_kis_gyro,13942,14862,920,62275,62156
2714,icosahedron_kis_gyro,15570,16595,1025,64092,64194
2715,icosahedron_kis_gyro,10892,11776,884,57781,57639
2716,icosahedron_kis_gyro,11370,12248,878,62937,62932
2717,icosahedron_kis_gyro,14627,15409,782,65723,65621
2718,icosahedron_kis_gyro,15415,16373,958,63257,63426
2719,icosahedron_kis_gyro,15852,17204,1352,62881,63289
2720,icosahedron_kis_gyro,18262,19441,1179,64888,64699
2721,icosahedron_kis_gyro,16512,17538,1026,60459,60279
2722,icosahedron_kis_gyro,15169,16119,950,61119,61035
2723,icosahedron_kis_gyro,14062,14973,911,61343,61315
2724,icosahedron_kis_gyro,14731,15791,1060,63132,63280
2725,icosahedron_kis_gyro,14156,15120,964,61880,61790
2726,icosahedron_kis_gyro,17279,18347,1068,65641,65748
2727,icosahedron_kis_gyro,11368,13279,1911,56552,57383
2728,icosahedron_kis_gyro,12510,14493,1983,63608,63669
2729,icosahedron_kis_gyro,11407,13292,1885,61365,61261
2730,icosahedron_kis_gyro,12707,14581,1874,63760,63750
2731,icosahedron_kis_gyro,11129,12968,1839,60882,60843
2732,icosahedron_kis_gyro,15551,17431,1880,66884,66925
2733,icosahedron_kis_gyro,24574,51096,26522,71469,96107
2734,icosahedron_kis_gyro,26103,45571,19468,63982,56930
2735,icosahedron_kis_gyro,20780,35067,14287,57138,51950
2736,icosahedron_kis_gyro,21097,30248,9151,62779,57636
2737,icosahedron_kis_gyro,18405,25311,6906,59492,57251
2738,icosahedron_kis_gyro,24047,30158,6111,68102,67308
2739,icosahedron_kis_gyro,25684,28181,2497,64076,60513
2740,icosahedron_kis_gyro,25559,27963,2404,62391,62234
2741,icosahedron_kis_gyro,24918,27422,2504,61823,61919
2742,icosahedron_kis_gyro,24902,27238,2336,62446,62276
2743,icosahedron_kis_gyro,25263,27682,2419,62825,62907
2744,icosahedron_kis_gyro,27751,30146,2395,64948,64923
2745,icosahedron_kis_gyro,22104,27045,4941,56798,59362
2746,icosahedron_kis_gyro,21431,25892,4461,61781,61312
2747,icosahedron_kis_gyro,20194,25256,5062,61223,61823
2748,icosahedron_kis_gyro,19626,24128,4502,61891,61333
2749,icosahedron_kis_gyro,20127,25114,4987,62957,63444
2750,icosahedron_kis_gyro,26058,30686,4628,68394,68034
2751,icosahedron_kis_gyro,25131,29718,4587,61530,61477
2752,icosahedron_kis_gyro,24363,28501,4138,61661,61235
2753,icosahedron_kis_gyro,24489,28338,3849,62334,62077
2754,icosahedron_kis_gyro,24335,27558,3223,62362,61682
2755,icosahedron_kis_gyro,23983,27088,3105,62111,61991
2756,icosahedron_kis_gyro,25538,28493,2955,64018,63868
2757,icosahedron_kis_gyro,14946,18059,3113,51870,52017
2758,icosahedron_kis_gyro,15106,18073,2967,62623,62476
2759,icosahedron_kis_gyro,14829,17960,3131,62183,62349
2760,icosahedron_kis_gyro,15039,18029,2990,62673,62531
2761,icosahedron_kis_gyro,14912,18072,3160,62330,62495
2762,icosahedron_kis_gyro,14979,18120,3141,62529,62510
2763,icosahedron_kis_gyro,14971,18237,3266,62455,62579
2764,icosahedron_kis_gyro,14962,18056,3094,62453,62264
2765,icosahedron_kis_gyro,15104,18241,3137,62603,62647
2766,icosahedron_kis_gyro,14990,18065,3075,62348,62338
2767,icosahedron_kis_gyro,15272,18336,3064,62788,62734
2768,icosahedron_kis_gyro,14916,17939,3023,62106,62065
2769,icosahedron_kis_gyro,15501,18487,2986,62731,62684
2770,icosahedron_kis_gyro,14939,17894,2955,61899,61867
2771,icosahedron_kis_gyro,15862,18838,2976,63383,63406
2772,icosahedron_kis_gyro,15010,17976,2966,61608,61599
2773,icosahedron_kis_gyro,16195,19084,2889,63652,63567
2774,icosahedron_kis_gyro,14934,17833,2899,61200,61200
2775,icosahedron_kis_gyro,15759,18733,2974,63286,63358
2776,icosahedron_kis_gyro,14831,17824,2993,61535,61553
2777,icosahedron_kis_gyro,16007,19052,3045,63636,63691
2778,icosahedron_kis_gyro,14893,17909,3016,61348,61307
2779,icosahedron_kis_gyro,15880,18968,3088,63448,63521
2780,icosahedron_kis_gyro,14737,17766,3029,61316,61320
2781,icosahedron_kis_gyro,15740,18770,3030,63513,63451
2782,icosahedron_kis_gyro,14728,17688,2960,61451,61380
2783,icosahedron_kis_gyro,15814,18907,3093,63536,63682
2784,icosahedron_kis_gyro,14648,17683,3035,61293,61236
2785,icosahedron_kis_gyro,15626,18757,3131,63185,63280
2786,icosahedron_kis_gyro,14624,17597,2973,61460,61302
2787,icosahedron_kis_gyro,15519,18554,3035,63363,63416
2788,icosahedron_kis_gyro,14458,17529,3071,61400,61437
2789,icosahedron_kis_gyro,15600,18793,3193,63602,63726
2790,icosahedron_kis_gyro,14235,17228,2993,61086,60896
2791,icosahedron_kis_gyro,15420,18562,3142,63646,63800
2792,icosahedron_kis_gyro,14185,17302,3117,61224,61202
2793,icosahedron_kis_gyro,15259,18373,3114,63534,63587
2794,icosahedron_kis_gyro,14506,17581,3075,61762,61675
2795,icosahedron_kis_gyro,15070,18168,3098,63024,63049
2796,icosahedron_kis_gyro,14706,17683,2977,62095,61977
2797,icosahedron_kis_gyro,15427,18542,3115,63183,63320
2798,icosahedron_kis_gyro,15302,18156,2854,62337,62075
2799,icosahedron_kis_gyro,15375,18418,3043,62534,62726
2800,truncatedIcosidodecahedron_truncate50d_ambo_dual,2208,2221,13,49294,46265
2801,truncatedIcosidodecahedron_truncate50d_ambo_dual,10785,11253,468,70778,71239
2802,truncatedIcosidodecahedron_truncate50d_ambo_dual,11634,12206,572,63309,63399
2803,truncatedIcosidodecahedron_truncate50d_ambo_dual,10952,11455,503,61780,61704
2804,truncatedIcosidodecahedron_truncate50d_ambo_dual,13147,13686,539,64656,64686
2805,truncatedIcosidodecahedron_truncate50d_ambo_dual,16540,17502,962,65822,66265
2806,truncatedIcosidodecahedron_truncate50d_ambo_dual,16033,17244,1211,61956,62204
2807,truncatedIcosidodecahedron_truncate50d_ambo_dual,16654,18071,1417,63073,63340
2808,truncatedIcosidodecahedron_truncate50d_ambo_dual,25389,26723,1334,71252,71111
2809,truncatedIcosidodecahedron_truncate50d_ambo_dual,29253,30679,1426,66327,66422
2810,truncatedIcosidodecahedron_truncate50d_ambo_dual,37173,38763,1590,70383,70544
2811,truncatedIcosidodecahedron_truncate50d_ambo_dual,50353,53012,2659,75629,76682
2812,truncatedIcosidodecahedron_truncate50d_ambo_dual,48387,51320,2933,60487,60770
2813,truncatedIcosidodecahedron_truncate50d_ambo_dual,47048,50450,3402,61125,61592
2814,truncatedIcosidodecahedron_truncate50d_ambo_dual,45311,49020,3709,60725,61032
2815,truncatedIcosidodecahedron_truncate50d_ambo_dual,32490,36531,4041,49641,49962
2816,truncatedIcosidodecahedron_truncate50d_ambo_dual,41987,46213,4226,71962,72143
2817,truncatedIcosidodecahedron_truncate50d_ambo_dual,38473,42872,4399,58604,58784
2818,truncatedIcosidodecahedron_truncate50d_ambo_dual,36606,41041,4435,60579,60629
2819,truncatedIcosidodecahedron_truncate50d_ambo_dual,37159,41784,4625,63016,63191
2820,truncatedIcosidodecahedron_truncate50d_ambo_dual,35237,39717,4480,60542,60447
2821,truncatedIcosidodecahedron_truncate50d_ambo_dual,36279,41012,4733,63559,63757
2822,truncatedIcosidodecahedron_truncate50d_ambo_dual,39075,43482,4407,65260,64932
2823,truncatedIcosidodecahedron_truncate50d_ambo_dual,31156,37656,6500,54539,56629
2824,truncatedIcosidodecahedron_truncate50d_ambo_dual,30085,36346,6261,61390,61151
2825,truncatedIcosidodecahedron_truncate50d_ambo_dual,31620,39333,7713,64002,65448
2826,truncatedIcosidodecahedron_truncate50d_ambo_dual,31583,39446,7863,62425,62575
2827,truncatedIcosidodecahedron_truncate50d_ambo_dual,32778,42105,9327,63656,65120
2828,truncatedIcosidodecahedron_truncate50d_ambo_dual,45889,54716,8827,75574,75073
2829,truncatedIcosidodecahedron_truncate50d_ambo_dual,40184,49421,9237,56750,57159
2830,truncatedIcosidodecahedron_truncate50d_ambo_dual,39886,47857,7971,62164,60889
2831,truncatedIcosidodecahedron_truncate50d_ambo_dual,39590,47228,7638,62141,61815
2832,truncatedIcosidodecahedron_truncate50d_ambo_dual,40598,46915,6317,63471,62163
2833,truncatedIcosidodecahedron_truncate50d_ambo_dual,40097,46190,6093,61698,61471
2834,truncatedIcosidodecahedron_truncate50d_ambo_dual,43530,49137,5607,65898,65462
2835,truncatedIcosidodecahedron_truncate50d_ambo_dual,24017,36660,12643,43005,49985
2836,truncatedIcosidodecahedron_truncate50d_ambo_dual,26133,38391,12258,64578,64191
2837,truncatedIcosidodecahedron_truncate50d_ambo_dual,24355,36776,12421,60684,60852
2838,truncatedIcosidodecahedron_truncate50d_ambo_dual,26217,38528,12311,64324,64215
2839,truncatedIcosidodecahedron_truncate50d_ambo_dual,24331,36943,12612,60573,60869
2840,truncatedIcosidodecahedron_truncate50d_ambo_dual,26237,38835,12598,64368,64355
2841,truncatedIcosidodecahedron_truncate50d_ambo_dual,24550,36920,12370,60780,60547
2842,truncatedIcosidodecahedron_truncate50d_ambo_dual,26782,39259,12477,64692,64806
2843,truncatedIcosidodecahedron_truncate50d_ambo_dual,24539,36907,12368,60218,60116
2844,truncatedIcosidodecahedron_truncate50d_ambo_dual,28462,40410,11948,66376,65956
2845,truncatedIcosidodecahedron_truncate50d_ambo_dual,26498,39272,12774,60502,61324
2846,truncatedIcosidodecahedron_truncate50d_ambo_dual,26442,38489,12047,62407,61679
2847,truncatedIcosidodecahedron_truncate50d_ambo_dual,26096,38954,12858,62105,62925
2848,truncatedIcosidodecahedron_truncate50d_ambo_dual,27738,39352,11614,64103,62914
2849,truncatedIcosidodecahedron_truncate50d_ambo_dual,26235,38674,12439,60677,61464
2850,truncatedIcosidodecahedron_truncate50d_ambo_dual,26059,39086,13027,62291,62874
2851,truncatedIcosidodecahedron_truncate50d_ambo_dual,25918,38228,12310,62320,61602
2852,truncatedIcosidodecahedron_truncate50d_ambo_dual,27072,40153,13081,63614,64392
2853,truncatedIcosidodecahedron_truncate50d_ambo_dual,26683,38940,12257,62072,61248
2854,truncatedIcosidodecahedron_truncate50d_ambo_dual,26731,39681,12950,62510,63202
2855,truncatedIcosidodecahedron_truncate50d_ambo_dual,26630,38307,11677,62358,61088
2856,truncatedIcosidodecahedron_truncate50d_ambo_dual,24709,37740,13031,60541,61896
2857,truncatedIcosidodecahedron_truncate50d_ambo_dual,26339,38117,11778,64080,62834
2858,truncatedIcosidodecahedron_truncate50d_ambo_dual,25331,37945,12614,61455,62291
2859,truncatedIcosidodecahedron_truncate50d_ambo_dual,25642,37718,12076,62773,62226
2860,truncatedIcosidodecahedron_truncate50d_ambo_dual,24847,37532,12685,61672,62264
2861,truncatedIcosidodecahedron_truncate50d_ambo_dual,25903,38125,12222,63518,63109
2862,truncatedIcosidodecahedron_truncate50d_ambo_dual,24779,37427,12648,61391,61764
2863,truncatedIcosidodecahedron_truncate50d_ambo_dual,25695,38152,12457,63376,63187
2864,truncatedIcosidodecahedron_truncate50d_ambo_dual,25130,37678,12548,61901,61979
2865,truncatedIcosidodecahedron_truncate50d_ambo_dual,25818,38312,12494,62886,62841
2866,truncatedIcosidodecahedron_truncate50d_ambo_dual,24954,37843,12889,61598,61993
2867,truncatedIcosidodecahedron_truncate50d_ambo_dual,25517,38274,12757,63025,62898
2868,truncatedIcosidodecahedron_truncate50d_ambo_dual,24883,37801,12918,61825,61988
2869,truncatedIcosidodecahedron_truncate50d_ambo_dual,25261,38386,13125,62846,63047
2870,truncatedIcosidodecahedron_truncate50d_ambo_dual,25398,38275,12877,62599,62356
2871,truncatedIcosidodecahedron_truncate50d_ambo_dual,25342,38246,12904,62406,62433
2872,truncatedIcosidodecahedron_truncate50d_ambo_dual,25644,38533,12889,62764,62749
2873,truncatedIcosidodecahedron_truncate50d_ambo_dual,25337,38464,13127,62152,62373
2874,truncatedIcosidodecahedron_truncate50d_ambo_dual,25427,38374,12947,62552,62372
2875,truncatedIcosidodecahedron_truncate50d_ambo_dual,25752,38465,12713,62785,62606
2876,truncatedIcosidodecahedron_truncate50d_ambo_dual,25778,38254,12476,62545,62251
2877,truncatedIcosidodecahedron_truncate50d_ambo_dual,25278,38015,12737,61960,62223
2878,icosidodecahedron_truncate5d_ambo_dual,1794,1757,-37,38977,26201
2879,icosidodecahedron_truncate5d_ambo_dual,9345,9841,496,70006,70537
2880,icosidodecahedron_truncate5d_ambo_dual,8883,9328,445,61998,61948
2881,icosidodecahedron_truncate5d_ambo_dual,9269,9708,439,62594,62588
2882,icosidodecahedron_truncate5d_ambo_dual,9408,9816,408,62602,62571
2883,icosidodecahedron_truncate5d_ambo_dual,11352,11760,408,64398,64402
2884,icosidodecahedron_truncate5d_ambo_dual,10882,11297,415,61992,61989
2885,icosidodecahedron_truncate5d_ambo_dual,11159,11548,389,62741,62710
2886,icosidodecahedron_truncate5d_ambo_dual,10772,11193,421,62073,62108
2887,icosidodecahedron_truncate5d_ambo_dual,10936,11350,414,62625,62618
2888,icosidodecahedron_truncate5d_ambo_dual,13597,13967,370,65122,65134
2889,icosidodecahedron_truncate5d_ambo_dual,16548,18260,1712,65458,66743
2890,icosidodecahedron_truncate5d_ambo_dual,16654,18620,1966,62565,62807
2891,icosidodecahedron_truncate5d_ambo_dual,16975,19500,2525,62779,63323
2892,icosidodecahedron_truncate5d_ambo_dual,17511,20577,3066,62999,63522
2893,icosidodecahedron_truncate5d_ambo_dual,17662,21170,3508,62614,63054
2894,icosidodecahedron_truncate5d_ambo_dual,22400,26179,3779,67204,67469
2895,icosidodecahedron_truncate5d_ambo_dual,20978,22783,1805,61023,59046
2896,icosidodecahedron_truncate5d_ambo_dual,21225,23262,2037,62707,62939
2897,icosidodecahedron_truncate5d_ambo_dual,20480,22510,2030,61394,61390
2898,icosidodecahedron_truncate5d_ambo_dual,21321,23505,2184,63305,63453
2899,icosidodecahedron_truncate5d_ambo_dual,20601,22891,2290,61743,61848
2900,icosidodecahedron_truncate5d_ambo_dual,23625,26024,2399,65487,65595
2901,icosidodecahedron_truncate5d_ambo_dual,16250,19409,3159,55080,55833
2902,icosidodecahedron_truncate5d_ambo_dual,16990,19565,2575,63207,62667
2903,icosidodecahedron_truncate5d_ambo_dual,16429,18401,1972,61954,61301
2904,icosidodecahedron_truncate5d_ambo_dual,17312,19745,2433,63346,63806
2905,icosidodecahedron_truncate5d_ambo_dual,17295,19970,2675,62444,62686
2906,icosidodecahedron_truncate5d_ambo_dual,22557,25369,2812,67723,67862
2907,icosidodecahedron_truncate5d_ambo_dual,20962,23602,2640,60850,60679
2908,icosidodecahedron_truncate5d_ambo_dual,20489,23054,2565,61987,61903
2909,icosidodecahedron_truncate5d_ambo_dual,20558,22886,2328,62530,62294
2910,icosidodecahedron_truncate5d_ambo_dual,20681,22866,2185,62587,62441
2911,icosidodecahedron_truncate5d_ambo_dual,21145,23146,2001,62927,62741
2912,icosidodecahedron_truncate5d_ambo_dual,22424,24259,1835,63742,63580
2913,icosidodecahedron_truncate5d_ambo_dual,14208,17974,3766,53982,55904
2914,icosidodecahedron_truncate5d_ambo_dual,14354,18288,3934,62609,62777
